Pregunta|Intencion
querer reclamar devolución desconocimiento compra|Cat_112
quiero ingresar un empleado para pagos de sueldo a que solapa tengo que ir|Cat_69
¿cuando te cobran en un traspaso la cobertura?|Cat_85
como sacar el anticipo de tarjeta visa|Cat_298
me podes decir el tipo de cambio para pagar una tarjeta|Cat_307
querer abonar tarjeta visa amex|Cat_342
solicite me solucionarán el inconveniente de q no podía hacer compras tenia q pedir autorización|Cat_283
yo tenia una cuenta en dolares. queria saber si esta vigente|Cat_61
estoy buscando la forma de haser el plan v|Cat_308
necesito solicitar tarjeta de corrdenadas|Cat_5
que nesecito hacer blanqueo de pin de la tarjeta|Cat_288
como se elimina de la agenda de pagos un pago efectuado por otro medio|Cat_93
deposite un cheque y no me figura como depositado|Cat_49
que es la variación del cer|Cat_107
yo tengo un plazo fijo que vence mañana osea mañana se me deposita en la cuenta y en ese momento entro a la cuenta y me dice que no tengo plazo fijo|Cat_185
necesitar rechazar debitar automatico caja ahorrar|Cat_129
quiero número american express|Cat_147
comprar targeta visa|Cat_112
cuando se que tengo que pagar el préstamo hipotecario?|Cat_239
donde se pide el prestamo prendario?|Cat_223
habilitar tarjeta para exterior|Cat_304
como saco el pin|Cat_288
no se realizo mi tranferencia. que hacer?|Cat_80
pedi tarjeta saber donde esta|Cat_293
como saber cuanto debo|Cat_99
cual es el valor maximo de la propiedad para un prestamo hipotecario|Cat_236
necesito un prestamo de $ soy monotributista.|Cat_223
deposite $ mil y no se acreditó hasta el día de hoy|Cat_109
cuanto dinero puedo pedir para un prestamo personal|Cat_251
necesito entrar a mi cuenta que ya esta abierta|Cat_3
me están cobrando el cargo anual y lo tengo bonificado|Cat_90
tarjeta american express crear usuario|Cat_1
a donde tengo q dirigirme para pedir una tarjeta de debito nueva ? porque la que tengo esta rota|Cat_316
recibi un mail indicando que una de mis tarjetas no habia sido pagada|Cat_193
queria hacer una consulta sobre sorpresa santander hay promo|Cat_311
como hago para tener homebanking?|Cat_3
compras en el exterior con tarjeta de credito visa|Cat_289
cuanto me retienen por realizar una transferencia internacional?|Cat_31
quiero hacer una transferencia del exterior|Cat_32
como puedo consultar el limite de mi tarjeta?|Cat_303
debo tarjeta debitar|Cat_39
quiero baja adhesion debito automatico|Cat_89
quiero notificar el pago de deuda|Cat_195
suma puntos superclub la tarjera recargable?|Cat_313
quiero saber a que monto puede acceder por prestamo personal|Cat_236
hice un pago ayer y no puedo ver el comprobante|Cat_98
necesito hacer un pago de tarjeta santander|Cat_342
inconvenientes con home banking|Cat_117
quisiera saber si mi tarjeta de debito esta en tramite|Cat_293
ya termino el mes y no veo mi sueldo en la cuenta|Cat_62
quiero vender unas acciones del grupo pampa|Cat_154
cuantos aaños puede tener el préstamo prendario?|Cat_242
clave para sacar plata con tarjeta de ccredito|Cat_288
necesario obtener caja ahorro pesoss|Cat_39
tengo unas tarjetas para retirar  se pueden retirar en otra sucursal|Cat_318
quier hacer la denuncia de extravío de la tarjeta de debito|Cat_294
quiero entrar al programa del banco y siempre me sale que hay un programa abierto|Cat_0
reintegrar ahorrar comprar combustible devolver|Cat_312
yo tenia una cuenta que di de baja y ahora me aparece en el ho tengo la baja firmada en el banco|Cat_41
numero agencia|Cat_100
donde pido el certificado de libre deuda?|Cat_64
que pasa si no pago las cuotas del prestamo hipotecario?|Cat_240
no me aparece el vep donde lo encuentro?|Cat_129
cómo consulto mi disponible de tarjeta|Cat_303
beneficios con la tarjeta de ccredito|Cat_311
deuda hablar|Cat_194
quiero saber como obtengo el dinero para la compra de un auto de manera particular ?? no x agencia|Cat_225
quisiera saber cómo recargar credito a un celular|Cat_132
no recibi tarjeta recargable|Cat_293
no quiero recibir mas el resumen de la tarjeta por correo solo por correo electronico|Cat_138
era para hacer una denuncia de un siniestro|Cat_265
estoy en el exterior y no puedo sacar plata|Cat_298
quiero conocer más sobre priority pass|Cat_284
si me suscribo ahora a sorpresa santander. ya lo puedo usar?|Cat_320
como blanqueo mi tarjeta de debito ?|Cat_288
necesito el numero de telefono de visa santander rio para denunciar el estravio|Cat_294
quiero calcular el prestamo hipotecario|Cat_251
de que manera va actualizando la cuota del ccredito personal?|Cat_219
tengo un debito duplicado en mi resumen|Cat_129
quiero cambiar mi tarjeta clásica por la tarjeta plateada|Cat_86
tengo mi tarjeta de débito pero la quiero activar nunca la use|Cat_301
necesito el telefono para hacer un reclamo|Cat_135
como pago deuda credito prendario|Cat_192
puedo comprar viviendas usadas mediante el préstamo hipotecario?|Cat_211
me podrán dar información de un préstamo personal|Cat_225
cuanto dinero podia pedir .|Cat_236
lista de concesionarios|Cat_223
como calcular lo que se compone el pago minimo|Cat_351
caja ahorrar otro banco querer pagar tarjeta credito santander|Cat_342
cuenta jubilados|Cat_63
puedo saber en que estado se encuentra la solicitud de reimpresión de tarjeta|Cat_293
poder hacer pagar tarjeta banco|Cat_342
costo extración cajero automatico|Cat_96
vendí lebacs y todavia no se si validaron lo orden|Cat_167
generar clave pagina|Cat_1
necesito q me desbloqueen las tarj|Cat_286
no encuentro donde pedir la tarjeta adicional|Cat_334
quiero renovar un plazo fijo que se me acreditó el viernes|Cat_181
si quiero saber si tengo credito en mi tarjeta|Cat_303
adheri metrogas a debito automatico. hace dos meses. no me debita el pago y hace dos meses que tengo la factura impaga|Cat_129
cuándo puedo sacar los bonos para vender?|Cat_163
puedo deducir parte del impuesto a las ganancias de mi prestamo hipotecario?|Cat_201
quiero abrir una segunda cuenta|Cat_39
necesito dar de baja un producto que se debita de mi cuenta|Cat_292
requisito tarjeta mastercard|Cat_337
queria consultar por un debito automatico que no se realizo|Cat_129
di de baja debito automatico de cablevision e igual lo debitaron|Cat_292
donde puedo obtener información para inscribirme al programa procrear?|Cat_200
desbloquear clabe banelco|Cat_288
que tan arriesgado es invertir en bonos?|Cat_178
intento realizar una transferencia ingrese los datos y pongo continuar pero no lo acepta|Cat_80
por cuanto tiempo tengo la cuenta sueldo sin cargo?|Cat_72
nesecito la tarjeta de débito porque ya está muy deteriorada|Cat_316
pagar resumen sin factura|Cat_342
yo tenia una cuenta que di de baja y ahora me aparece en el ho tengo la baja firmada en el banco|Cat_41
quiero hacer una compra y no puedo|Cat_286
telefonos de consulta|Cat_147
como blanqueo mi clave fiscal ?|Cat_95
como te va?|Cat_12
cual es el valor de la cuota para un prestamos hipotecarios de a meses|Cat_251
puedo tomar mi prestamo hipotecario en cualquier punto del pais?|Cat_211
tengo credito disponible en la amex?|Cat_303
que es el pago automatico?|Cat_106
no puedo operar a traves de online banking|Cat_117
la semana pasada hice una compra de acciones y en portal de la caja de valores no me aparecen|Cat_164
no estaría funcionando la tarjeta que tengo que hacer|Cat_286
como puedo hacer para activar el adelanto de sueldo|Cat_57
si dejo de ser cliente del banco que sucede con el prestamo prendario?|Cat_238
donde informo mi número de socio advantage?|Cat_278
no enviar nueva tarjeta debito|Cat_293
la tarjeja de devito se rompió como ago ?|Cat_316
donde puedo reclamar por un debito que se me realizo si no es mio?|Cat_112
duplicar compra debitaronon|Cat_112
cuando sortean ?|Cat_143
cuanto es la tasa de la hipoteca?|Cat_258
fecha de débito de ccreditos prendarios|Cat_239
cúal monto maximo permitir pago servicio pagomiscuentas|Cat_132
¿como blanqueo la tarjeta desde la app santander ?|Cat_288
keria saber mi credito de tarjeta|Cat_303
me pueden dar informacion al respecto o si hay algun requisito que no cumplo para el prestamo|Cat_248
no está disponible el resumen online|Cat_138
para hacer una transferencia x on line debo activar el touken de seguridad?|Cat_83
quiero activar la tarjeta que recibí|Cat_301
adonde debo dirigirme para solicitar prestamo|Cat_223
quiero saber el saldo de mi tarjeta de credito|Cat_303
cuanto demora en llegar una transferencia a otro país?|Cat_36
extraccion de dinero en el exterior|Cat_298
es para solicitar la tarjeta visa|Cat_337
q son los beneficios duo|Cat_139
a quien me dirijo para que no me envien mas emails a mi cuenta|Cat_136
yo tengo mi tarjeta de credito bloqueada querria saber si cuando voy a poder volver a utilizarla?|Cat_314
querer online banking adhesion debitar impuesto|Cat_132
cada cuanto capitalizan las lecap|Cat_159
necesitaria saber si la cuenta aun sigue bloqueada|Cat_51
necesito un endoso con un cambio de direccion|Cat_267
dudar comision cobro banco|Cat_96
como puedo hacer si el premio que pedí llegue con fallas?|Cat_329
quiero preguntar costo mantenimiento|Cat_96
quiero hacer un reclamo sobre un debito automatico que yo no solicite|Cat_135
generación clave token.|Cat_5
quiero saber si el superprestamo prendario uvas se puede aplicar a la compra de una moto|Cat_228
quiero saber si me pueden ofrecer un préstamo personal|Cat_225
estaría necitando el resumen de este mes cuanto es?|Cat_138
sabados y domingos se puede pedir el préstamo?|Cat_223
si me otorgan el préstamo hipotecario  cuales serían los pasos a seguir?|Cat_241
cómo hago para que no se renueve un plazo fijo?|Cat_180
a cuanto me toman el dolar?|Cat_166
no estoy viendo las millas que acumulé en advantage.|Cat_275
me das de baja una extensión?|Cat_338
quiero hacer la renovacion de lebac|Cat_162
hice la denuncia de que me han robado la cartera y me han dicho que me iban a mandar un correo y no me han mandado nada.|Cat_270
cuando vencen las letras?|Cat_161
me cobraron dos veces con la de debito|Cat_112
quiero la contactless|Cat_291
necesito cambiar el importe del debito de la amex.|Cat_345
comisión caja de ahorro|Cat_96
quiero rechazar este seguro de desempleo. no lo pedi y me niego a pagarlo.|Cat_264
recibí un reclamo por falta de pago de las tarjetas|Cat_193
costo de transferencia en dolares a una cuenta propia de otro bsnco|Cat_83
estoy buscando el colegio para pagar pero no está en la lista  como hago?|Cat_130
querer cancelar universitario cuenta|Cat_41
como hago si quiero simular un prestamo personal?|Cat_251
quiero saber por que no se ha podido debitar el servicio de cablevision de mi cuenta|Cat_129
quiero conformar un plazo fijo de mi cuenta|Cat_181
dejo mi numero de contacto|Cat_134
cajero monton extraccion excedia|Cat_287
necesito comprar una casa como tengo que hacer|Cat_228
querer poner debito automatico gas no saber|Cat_132
¿hay inversiones en letes hoy?|Cat_156
había olvidado la clave alfa numerica|Cat_288
estoy tratando de sacar la clave de home banking pero al final me pide un codigo y no se cual es|Cat_1
si podían enviar una extensión que solicité a mi sucursal para retirarla allí|Cat_318
fechas de futuras licitaciones de bonos|Cat_156
debitos incorrecto extración cajero hacer|Cat_112
me robaron como le doy de baja?|Cat_294
la fecha renovacion del plazo fijo donde la encuentro?|Cat_180
quiero consultar por acreditacón de pago de tarjeta|Cat_279
puedo pagar un impuesto con mi tarjeta?|Cat_132
hay alguna promocion para punta del este tal como fue el año pasado?|Cat_311
tienen convenio con despegar? con que tarjeta?|Cat_311
demora envío de chequera|Cat_44
como saber si tengo credito para comprar con la tarjeta de credito?|Cat_303
como puedo blanquear mi tarjeta de debito|Cat_288
se puede tener mas de un plazo fijo?|Cat_183
queria abrir caja ahorro|Cat_39
el local no me toma el voucher|Cat_333
sueldo banco queria podia solicitar tarjeta credito|Cat_337
tratar sacar clave home banking pedir codigo|Cat_1
los ingresos mensuales son brutos o netos en el calculo de un préstamo personal?|Cat_249
cual es la tasa de la hipoteca|Cat_258
quiero utilizar la cuenta para pago de sueldos|Cat_69
cambiar direccion recibo de tarjeta|Cat_103
seguir trámite|Cat_118
renovación de credencial universitaria|Cat_316
cuando me informan los impuestos sobre el credito hipotecario?|Cat_232
como hago para saber si tengo saldo utilizable en mi tarjeta|Cat_303
como dar de baja el debito automatico|Cat_89
cómo reseteo la clave de mi tarjeta|Cat_288
necesitar bajo cuenta|Cat_41
pago deuda tarjeta dolares|Cat_192
tengo problemas para cobrar unos haberes|Cat_62
como cambio la contraseña del homebanking|Cat_1
mi cuenta corriente aparece negativa|Cat_56
debo hacer examen medico para la aprobacion de un prestamo hipotecario?|Cat_208
transferi a otra cuenta por error|Cat_78
hasta cuanto dan de prestamos personal. no soy cliente del banco|Cat_236
quiero pasarme a cuenta black|Cat_40
me enviaron una transferencia del exterior me confirman si llegue?|Cat_33
quiero saber si en mi sucursal me venden euros y a cuanto la cotizacion|Cat_166
quiero obtener un prestamo|Cat_223
recibí el producto con fallas  como hago para que me lo cambien o me devuelvan los puntos?|Cat_329
como es un cred para la compra de un usado|Cat_225
horario autoservicios|Cat_91
queria hacer un reclamo|Cat_135
calcular componer pagar minimo|Cat_351
quierp pedir reposicion de plastico de la tarjeta de de debito y no me deja. la perdi.|Cat_316
saber saldo tarjeta credito|Cat_303
puedo solicitar un préstamo hipotecario para refacción de vivienda?|Cat_228
debitar mensual|Cat_129
no me atienden en esos telefonos|Cat_127
quiero dar de baja un servicio de la agenda de pagos|Cat_93
a donde se encuentra el calendario de pago en la aplicacion|Cat_93
necesito que el banelco me de mas plata|Cat_287
extraccion con american expreess|Cat_298
como me entero si esta aprobado el préstamo hipotecario?|Cat_215
¿se puede hacer depositos en cheque en cuenta caja de ahorro?|Cat_110
quiero banco|Cat_192
el banco me cobra comisión cuando no corresponde|Cat_97
no me figura el plazo fijo que tengo|Cat_185
valorar tenencia inversión|Cat_188
cuanto demoran en autorizar el préstamo hipotecario?|Cat_243
necesito el total para cancelar la tarjeta de credito|Cat_342
necesito dar de baja una cuenta|Cat_41
me robaron y queria saber como proceder porque estoy asegurada|Cat_265
como cambiar la clave de online banking.|Cat_1
quiero saber si puedo cancelar el pago de un servicio que acabo de pagar pero que ya habia pagado por pago fácil|Cat_129
